SegId,name,hemisphere,NVoxels,Volume,normMean,normStdDev,normMin,normMax,normRange
2,Left-Cerebral-White-Matter,left,223348.0,223348.0,106.5629,9.7277,33.0,170.0,137.0
3,Left-Cerebral-Cortex,left,256401.0,256401.0,65.5118,10.7328,11.0,215.0,204.0
4,Left-Lateral-Ventricle,left,8468.0,8468.0,27.8873,13.8943,7.0,82.0,75.0
5,Left-Inf-Lat-Vent,left,555.0,555.0,44.3735,14.5101,16.0,83.0,67.0
7,Left-Cerebellum-White-Matter,left,15681.0,15681.0,90.1282,6.1465,50.0,112.0,62.0
8,Left-Cerebellum-Cortex,left,57082.0,57082.0,61.0117,8.6318,18.0,100.0,82.0
10,Left-Thalamus-Proper,left,7300.0,7300.0,90.6659,10.5409,42.0,118.0,76.0
11,Left-Caudate,left,3696.0,3696.0,74.7784,10.2115,45.0,102.0,57.0
12,Left-Putamen,left,6823.0,6823.0,83.2966,8.5979,52.0,115.0,63.0
13,Left-Pallidum,left,1820.0,1820.0,102.8492,5.7522,87.0,120.0,33.0
14,3rd-Ventricle,,1002.0,1002.0,45.4871,12.1313,13.0,70.0,57.0
15,4th-Ventricle,,1099.0,1099.0,25.6154,10.7774,8.0,56.0,48.0
16,Brain-Stem,,21705.0,21705.0,86.2589,10.4197,41.0,154.0,113.0
17,Left-Hippocampus,left,4179.0,4179.0,63.9629,8.3569,29.0,101.0,72.0
18,Left-Amygdala,left,1894.0,1894.0,62.6742,7.5014,42.0,87.0,45.0
24,CSF,,983.0,983.0,44.8516,12.5251,15.0,80.0,65.0
26,Left-Accumbens-area,left,994.0,994.0,67.2032,6.8238,39.0,93.0,54.0
28,Left-VentralDC,left,4378.0,4378.0,97.6703,10.7865,49.0,152.0,103.0
30,Left-vessel,left,109.0,109.0,70.1477,8.4806,51.0,87.0,36.0
31,Left-choroid-plexus,left,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Right-Cerebral-White-Matter,right,229953.0,229953.0,108.3511,10.2872,48.0,150.0,102.0
42,Right-Cerebral-Cortex,right,257453.0,257453.0,65.7167,10.5522,19.0,116.0,97.0
43,Right-Lateral-Ventricle,right,8980.0,8980.0,26.2147,13.5559,7.0,85.0,78.0
44,Right-Inf-Lat-Vent,right,549.0,549.0,46.7052,13.8747,18.0,84.0,66.0
46,Right-Cerebellum-White-Matter,right,16327.0,16327.0,90.5828,6.6034,46.0,121.0,75.0
47,Right-Cerebellum-Cortex,right,56568.0,56568.0,62.0469,8.4036,26.0,135.0,109.0
49,Right-Thalamus-Proper,right,7144.0,7144.0,90.1394,11.0979,45.0,115.0,70.0
50,Right-Caudate,right,4019.0,4019.0,76.0088,10.7987,41.0,107.0,66.0
51,Right-Putamen,right,6013.0,6013.0,84.9549,8.2341,56.0,108.0,52.0
52,Right-Pallidum,right,1781.0,1781.0,104.8109,5.3225,89.0,120.0,31.0
53,Right-Hippocampus,right,4523.0,4523.0,65.4909,8.9972,36.0,109.0,73.0
54,Right-Amygdala,right,1870.0,1870.0,63.9912,7.3663,43.0,94.0,51.0
58,Right-Accumbens-area,right,776.0,776.0,74.2971,8.4372,52.0,104.0,52.0
60,Right-VentralDC,right,4280.0,4280.0,97.6971,11.9619,45.0,134.0,89.0
62,Right-vessel,right,214.0,214.0,67.2268,11.5144,33.0,104.0,71.0
72,5th-Ventricle,,65.0,65.0,53.6275,11.8659,32.0,74.0,42.0
77,WM-hypointensities,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Left-WM-hypointensities,left,872.0,872.0,80.8146,13.4121,42.0,110.0,68.0
79,Right-WM-hypointensities,right,912.0,912.0,76.4475,13.8825,36.0,117.0,81.0
80,non-WM-hypointensities,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Left-non-WM-hypointensities,left,16.0,16.0,55.6364,12.0773,35.0,79.0,44.0
82,Right-non-WM-hypointensities,right,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Optic-Chiasm,,172.0,172.0,84.0234,19.297,44.0,120.0,76.0
251,CC_Posterior,,1337.0,1337.0,119.1129,8.9363,81.0,134.0,53.0
252,CC_Mid_Posterior,,564.0,564.0,113.4004,12.6125,63.0,134.0,71.0
253,CC_Central,,547.0,547.0,115.4864,9.3435,79.0,129.0,50.0
254,CC_Mid_Anterior,,528.0,528.0,115.9755,9.7473,80.0,129.0,49.0
255,CC_Anterior,,1014.0,1014.0,115.5233,11.8916,49.0,146.0,97.0
