SegId,name,hemisphere,NVoxels,Volume,normMean,normStdDev,normMin,normMax,normRange
2,Left-Cerebral-White-Matter,left,193016.0,193016.0,106.8842,10.0249,48.0,135.0,87.0
3,Left-Cerebral-Cortex,left,244400.0,244400.0,66.2647,10.2389,25.0,114.0,89.0
4,Left-Lateral-Ventricle,left,7802.0,7802.0,29.1478,14.002,7.0,81.0,74.0
5,Left-Inf-Lat-Vent,left,646.0,646.0,48.1587,15.5532,14.0,88.0,74.0
7,Left-Cerebellum-White-Matter,left,11963.0,11963.0,92.2195,6.4814,50.0,112.0,62.0
8,Left-Cerebellum-Cortex,left,44285.0,44285.0,62.0849,8.8872,21.0,90.0,69.0
10,Left-Thalamus-Proper,left,6109.0,6109.0,92.8478,10.8108,56.0,117.0,61.0
11,Left-Caudate,left,3706.0,3706.0,78.5065,9.7065,44.0,105.0,61.0
12,Left-Putamen,left,5945.0,5945.0,86.2466,7.5022,48.0,106.0,58.0
13,Left-Pallidum,left,1498.0,1498.0,106.4548,5.4465,91.0,125.0,34.0
14,3rd-Ventricle,,875.0,875.0,39.3871,13.9871,9.0,70.0,61.0
15,4th-Ventricle,,1730.0,1730.0,23.7545,10.4584,8.0,57.0,49.0
16,Brain-Stem,,17926.0,17926.0,89.1961,10.4749,34.0,123.0,89.0
17,Left-Hippocampus,left,3888.0,3888.0,66.7005,8.2817,42.0,99.0,57.0
18,Left-Amygdala,left,1492.0,1492.0,67.0597,7.4632,42.0,88.0,46.0
24,CSF,,1337.0,1337.0,40.8185,13.7185,13.0,71.0,58.0
26,Left-Accumbens-area,left,776.0,776.0,72.5215,6.1887,51.0,92.0,41.0
28,Left-VentralDC,left,3658.0,3658.0,98.9745,11.1219,57.0,125.0,68.0
30,Left-vessel,left,130.0,130.0,69.2857,9.7264,40.0,87.0,47.0
31,Left-choroid-plexus,left,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Right-Cerebral-White-Matter,right,195670.0,195670.0,108.1788,10.3886,35.0,138.0,103.0
42,Right-Cerebral-Cortex,right,243803.0,243803.0,66.647,10.2585,27.0,108.0,81.0
43,Right-Lateral-Ventricle,right,7135.0,7135.0,29.9222,14.1549,7.0,81.0,74.0
44,Right-Inf-Lat-Vent,right,601.0,601.0,45.302,14.1392,11.0,83.0,72.0
46,Right-Cerebellum-White-Matter,right,11870.0,11870.0,91.8403,6.4757,42.0,112.0,70.0
47,Right-Cerebellum-Cortex,right,45258.0,45258.0,62.1374,8.7813,27.0,96.0,69.0
49,Right-Thalamus-Proper,right,6003.0,6003.0,93.2116,11.1346,45.0,121.0,76.0
50,Right-Caudate,right,3800.0,3800.0,78.1477,10.3957,44.0,104.0,60.0
51,Right-Putamen,right,5572.0,5572.0,86.8669,7.1327,65.0,106.0,41.0
52,Right-Pallidum,right,1578.0,1578.0,106.5166,4.8934,91.0,124.0,33.0
53,Right-Hippocampus,right,4221.0,4221.0,66.7292,8.8359,35.0,102.0,67.0
54,Right-Amygdala,right,1468.0,1468.0,66.5769,7.5049,45.0,92.0,47.0
58,Right-Accumbens-area,right,799.0,799.0,76.7211,7.3745,50.0,99.0,49.0
60,Right-VentralDC,right,3643.0,3643.0,98.0589,12.0634,50.0,126.0,76.0
62,Right-vessel,right,73.0,73.0,65.7536,9.0885,44.0,86.0,42.0
72,5th-Ventricle,,13.0,13.0,46.2778,7.7748,32.0,61.0,29.0
77,WM-hypointensities,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Left-WM-hypointensities,left,828.0,828.0,79.2819,13.5709,46.0,114.0,68.0
79,Right-WM-hypointensities,right,632.0,632.0,77.5261,13.8418,43.0,110.0,67.0
80,non-WM-hypointensities,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Left-non-WM-hypointensities,left,24.0,24.0,61.9722,12.2229,35.0,84.0,49.0
82,Right-non-WM-hypointensities,right,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Optic-Chiasm,,220.0,220.0,85.0,22.7289,40.0,128.0,88.0
251,CC_Posterior,,909.0,909.0,118.8186,9.7861,66.0,132.0,66.0
252,CC_Mid_Posterior,,315.0,315.0,112.9273,10.5442,71.0,127.0,56.0
253,CC_Central,,403.0,403.0,113.4865,9.8881,78.0,125.0,47.0
254,CC_Mid_Anterior,,427.0,427.0,115.0047,10.1472,80.0,129.0,49.0
255,CC_Anterior,,757.0,757.0,115.9806,13.1914,58.0,164.0,106.0
