SegId,name,hemisphere,NVoxels,Volume,normMean,normStdDev,normMin,normMax,normRange
2,Left-Cerebral-White-Matter,left,227568.0,227568.0,107.3636,9.4358,34.0,142.0,108.0
3,Left-Cerebral-Cortex,left,225190.0,225190.0,70.1634,10.5234,20.0,146.0,126.0
4,Left-Lateral-Ventricle,left,16238.0,16238.0,23.5268,12.1939,9.0,79.0,70.0
5,Left-Inf-Lat-Vent,left,1457.0,1457.0,44.3736,15.8825,13.0,89.0,76.0
7,Left-Cerebellum-White-Matter,left,12820.0,12820.0,91.939,6.2065,45.0,111.0,66.0
8,Left-Cerebellum-Cortex,left,49018.0,49018.0,62.7989,9.1201,19.0,89.0,70.0
10,Left-Thalamus-Proper,left,5773.0,5773.0,91.141,10.6447,35.0,117.0,82.0
11,Left-Caudate,left,3139.0,3139.0,77.9204,10.938,48.0,104.0,56.0
12,Left-Putamen,left,4699.0,4699.0,85.0098,6.9995,58.0,104.0,46.0
13,Left-Pallidum,left,1606.0,1606.0,104.3992,5.1876,85.0,120.0,35.0
14,3rd-Ventricle,,2019.0,2019.0,27.5879,12.9629,10.0,69.0,59.0
15,4th-Ventricle,,1460.0,1460.0,24.6792,10.2587,9.0,59.0,50.0
16,Brain-Stem,,20098.0,20098.0,88.2702,10.6301,30.0,125.0,95.0
17,Left-Hippocampus,left,3366.0,3366.0,70.8295,9.0407,35.0,106.0,71.0
18,Left-Amygdala,left,1660.0,1660.0,68.1459,7.2873,41.0,90.0,49.0
24,CSF,,1203.0,1203.0,37.7683,13.2201,13.0,108.0,95.0
26,Left-Accumbens-area,left,615.0,615.0,72.6683,5.977,45.0,91.0,46.0
28,Left-VentralDC,left,3578.0,3578.0,100.7923,11.1288,41.0,131.0,90.0
30,Left-vessel,left,173.0,173.0,69.9226,11.9368,39.0,99.0,60.0
31,Left-choroid-plexus,left,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Right-Cerebral-White-Matter,right,226146.0,226146.0,107.2105,9.5455,48.0,134.0,86.0
42,Right-Cerebral-Cortex,right,220886.0,220886.0,69.3933,10.6287,25.0,135.0,110.0
43,Right-Lateral-Ventricle,right,19038.0,19038.0,22.4417,12.0303,9.0,81.0,72.0
44,Right-Inf-Lat-Vent,right,1525.0,1525.0,38.5401,15.1535,11.0,86.0,75.0
46,Right-Cerebellum-White-Matter,right,12975.0,12975.0,90.946,5.9868,41.0,107.0,66.0
47,Right-Cerebellum-Cortex,right,52342.0,52342.0,62.1879,8.9266,22.0,120.0,98.0
49,Right-Thalamus-Proper,right,5897.0,5897.0,90.7807,10.7229,49.0,112.0,63.0
50,Right-Caudate,right,3303.0,3303.0,77.371,11.6979,31.0,106.0,75.0
51,Right-Putamen,right,4532.0,4532.0,84.9478,7.104,50.0,103.0,53.0
52,Right-Pallidum,right,1550.0,1550.0,105.0848,5.2619,86.0,125.0,39.0
53,Right-Hippocampus,right,3275.0,3275.0,68.0288,9.3244,34.0,105.0,71.0
54,Right-Amygdala,right,1679.0,1679.0,68.5245,7.0298,45.0,93.0,48.0
58,Right-Accumbens-area,right,719.0,719.0,77.3704,6.8431,50.0,98.0,48.0
60,Right-VentralDC,right,3780.0,3780.0,99.2598,12.891,32.0,129.0,97.0
62,Right-vessel,right,87.0,87.0,70.1163,11.9582,41.0,94.0,53.0
72,5th-Ventricle,,67.0,67.0,51.0755,10.2935,27.0,67.0,40.0
77,WM-hypointensities,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Left-WM-hypointensities,left,1798.0,1798.0,79.7096,14.5656,40.0,109.0,69.0
79,Right-WM-hypointensities,right,2058.0,2058.0,76.1897,15.5365,35.0,110.0,75.0
80,non-WM-hypointensities,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Left-non-WM-hypointensities,left,9.0,9.0,60.4,12.506,41.0,85.0,44.0
82,Right-non-WM-hypointensities,right,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Optic-Chiasm,,307.0,307.0,88.1509,20.038,38.0,123.0,85.0
251,CC_Posterior,,899.0,899.0,119.9831,8.4823,80.0,133.0,53.0
252,CC_Mid_Posterior,,349.0,349.0,113.662,10.9743,69.0,128.0,59.0
253,CC_Central,,379.0,379.0,112.9894,9.1113,81.0,128.0,47.0
254,CC_Mid_Anterior,,424.0,424.0,114.4104,10.6105,80.0,132.0,52.0
255,CC_Anterior,,1027.0,1027.0,117.1195,10.3679,63.0,134.0,71.0
